College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0073,112,8.77,9.01,3,True,1,9,4,True
CLG0097,81,8.61,9.11,9,True,8,7,4,False
CLG0070,103,5.7,5.97,8,True,2,9,2,False
CLG0014,70,9.39,9.27,8,False,4,3,4,False
CLG0006,80,5.9,5.96,10,True,6,7,1,False
CLG0082,102,8.99,8.86,5,False,1,6,1,False
CLG0090,111,7.28,6.98,1,False,3,2,3,False
CLG0036,102,6.64,6.39,10,False,0,6,5,False
CLG0036,98,5.79,5.51,9,False,10,3,0,False
CLG0075,95,5.84,5.89,2,True,2,2,1,False
CLG0018,77,8.31,8.72,1,True,5,5,1,False
CLG0015,89,7.75,8.16,6,True,1,5,1,False
CLG0094,93,5.61,5.16,1,True,7,2,1,False
CLG0089,115,5.56,5.14,10,True,6,3,0,False
CLG0016,105,5.36,5.11,10,False,2,8,0,False
CLG0076,73,8.72,8.48,10,True,0,5,5,False
CLG0014,104,8.56,8.15,7,False,9,8,4,True
CLG0047,94,5.29,5.18,7,True,3,10,5,False
CLG0054,89,7.8,7.89,1,True,3,4,1,False
CLG0058,109,5.42,5.5,10,False,10,4,1,False
CLG0077,115,9.52,9.56,5,False,4,6,3,True
CLG0030,113,9.54,9.38,3,False,2,10,3,True
CLG0100,87,8.49,8.7,2,False,10,5,3,False
CLG0046,95,9.63,9.96,5,False,1,5,3,False
CLG0016,104,9.06,8.91,5,False,1,9,4,True
CLG0001,114,9.14,8.73,2,True,7,6,2,True
CLG0041,92,7.85,7.65,6,False,6,3,3,False
CLG0093,97,6.53,6.17,7,False,0,4,3,False
CLG0027,83,6.09,6.06,1,False,8,9,0,False
CLG0077,82,6.64,6.3,3,False,2,6,5,False
CLG0062,112,8.14,8.1,4,False,2,8,1,True
CLG0081,120,5.86,5.58,2,False,0,7,4,False
CLG0028,98,6.29,6.53,10,True,10,1,1,False
CLG0020,115,7.34,6.87,5,True,3,1,2,False
CLG0055,105,6.17,6.22,4,False,9,10,4,False
CLG0051,90,7.94,7.61,2,False,10,7,2,False
CLG0069,105,9.62,9.12,1,True,1,2,1,False
CLG0088,123,8.74,9.11,8,False,2,9,0,True
CLG0073,99,8.33,8.5,2,False,10,10,3,True
CLG0097,123,7.91,7.51,4,False,0,9,1,False
CLG0034,60,7.44,7.6,10,True,2,2,4,False
CLG0027,112,5.93,6.04,5,False,3,9,3,True
CLG0097,101,9.47,9.44,2,False,5,9,4,True
CLG0038,95,6.24,6.16,10,False,2,10,2,False
CLG0029,101,5.46,5.85,9,True,10,6,4,False
CLG0035,70,8.75,8.5,2,False,5,5,0,False
CLG0020,96,5.88,5.78,6,False,1,10,2,False
CLG0019,105,6.86,6.69,7,False,10,2,5,False
CLG0005,122,5.14,5.41,6,False,7,6,5,False
CLG0025,92,5.69,6.11,4,False,4,9,1,False
CLG0093,87,5.87,6.22,1,False,0,3,3,False
CLG0026,92,5.27,5.57,2,False,5,3,3,False
CLG0051,113,8.28,8.77,10,False,2,4,0,False
CLG0066,104,9.19,9.39,10,True,3,10,4,True
CLG0061,92,6.87,7.12,6,False,9,4,1,False
CLG0015,107,9.37,9.85,8,True,7,1,5,False
CLG0045,101,6.07,5.58,3,True,7,2,4,False
CLG0006,114,6.63,6.76,7,False,10,6,5,False
CLG0058,89,5.75,5.99,9,False,7,5,4,False
CLG0001,95,8.1,8.52,4,True,4,10,0,False
CLG0073,94,7.1,7.48,7,False,0,4,5,False
CLG0043,78,8.07,8.41,7,False,8,10,2,True
CLG0016,104,8.81,9.26,10,False,10,9,5,True
CLG0014,103,7.73,7.77,9,True,8,2,2,False
CLG0074,100,8.14,7.65,3,False,7,8,0,False
CLG0019,96,9.68,9.19,1,True,10,4,0,False
CLG0051,78,6.5,6.54,8,True,2,9,0,False
CLG0008,93,6.8,6.74,4,False,5,4,4,False
CLG0048,94,8.59,8.54,2,False,6,2,5,False
CLG0012,87,8.06,7.96,5,False,3,6,5,False
CLG0070,97,5.89,6.31,4,False,9,9,4,False
CLG0035,106,6.88,6.74,1,True,6,7,1,False
CLG0070,128,7.34,7.7,7,False,8,1,0,False
CLG0006,102,7.1,7.5,4,False,5,9,4,False
CLG0099,103,5.89,5.89,8,True,1,6,2,False
CLG0011,98,9.62,9.57,9,False,5,9,5,True
CLG0038,71,8.81,9.07,8,True,2,2,5,False
CLG0091,99,7.41,7.62,1,False,6,7,0,False
CLG0026,100,8.4,8.23,8,True,2,8,2,True
CLG0028,136,9.49,9.09,5,False,7,8,3,True
CLG0072,97,5.68,5.44,1,True,10,5,1,False
CLG0089,104,6.25,5.88,9,True,10,7,3,False
CLG0083,99,7.71,7.5,9,False,4,7,1,False
CLG0080,82,9.0,8.76,7,False,2,3,0,False
CLG0050,117,5.18,5.32,7,False,0,2,5,False
CLG0058,111,9.92,10.37,1,False,4,5,1,False
CLG0026,111,7.27,7.46,9,False,9,4,4,False
CLG0044,86,6.8,7.23,1,True,9,8,2,False
CLG0015,121,6.46,6.74,7,False,10,5,5,False
CLG0076,78,5.87,6.1,9,False,2,9,4,False
CLG0024,108,8.96,8.87,9,False,3,7,0,False
CLG0077,132,9.78,9.6,5,False,9,1,3,True
CLG0059,85,7.07,7.42,6,False,3,2,2,False
CLG0057,91,9.76,10.17,2,False,2,8,0,False
CLG0017,101,9.12,9.07,2,False,5,10,4,True
CLG0077,92,7.41,6.92,10,False,5,8,4,False
CLG0081,76,8.37,8.66,9,False,0,2,1,False
CLG0001,101,7.17,6.96,1,False,3,7,1,False
CLG0011,84,7.79,7.3,10,True,0,8,3,False
CLG0020,107,5.29,5.59,5,True,6,4,1,False
CLG0031,86,8.48,8.5,7,False,6,3,1,False
CLG0099,123,5.26,5.45,10,True,5,10,1,False
CLG0039,88,9.09,9.5,6,False,10,9,3,True
CLG0063,95,9.12,9.16,6,False,1,2,0,False
CLG0006,112,6.19,6.19,6,False,3,3,5,False
CLG0099,81,6.62,6.41,8,False,2,8,2,False
CLG0028,103,7.41,7.22,7,True,10,2,0,False
CLG0051,119,7.98,8.28,5,False,7,5,5,True
CLG0053,75,6.44,6.39,10,False,1,10,5,False
CLG0044,102,7.96,7.62,2,True,9,8,0,False
CLG0065,103,6.49,6.08,10,False,1,7,0,False
CLG0080,111,5.28,5.25,6,True,0,4,4,False
CLG0012,81,5.01,4.97,10,False,8,10,2,False
CLG0028,80,5.51,5.66,5,False,2,9,2,False
CLG0079,107,8.96,8.93,4,True,7,2,4,False
CLG0072,104,9.81,9.45,10,False,6,7,5,False
CLG0068,103,7.13,7.14,5,False,0,7,4,False
CLG0095,105,7.56,7.97,9,False,10,7,5,False
CLG0030,89,5.73,5.39,2,True,5,7,1,False
CLG0035,103,7.76,7.95,6,False,7,5,4,False
CLG0006,104,5.72,5.81,9,False,5,1,3,False
CLG0085,89,8.06,8.31,10,False,8,4,4,False
CLG0030,127,9.67,9.32,5,True,9,5,1,False
CLG0080,107,5.98,6.42,6,False,2,10,4,False
CLG0063,82,8.82,8.94,10,False,5,4,3,False
CLG0008,109,5.12,5.47,4,True,9,7,4,False
CLG0091,85,6.88,6.63,5,False,3,2,5,False
CLG0033,111,5.55,5.79,8,False,9,2,0,False
CLG0043,117,6.76,7.04,1,True,2,2,2,False
CLG0076,87,5.87,5.77,1,True,7,10,3,False
CLG0043,114,6.87,6.75,10,True,6,3,3,False
CLG0045,106,7.09,7.25,4,True,6,5,3,False
CLG0087,112,6.5,6.09,10,True,4,10,5,True
CLG0054,128,8.28,8.52,3,True,0,9,0,True
CLG0065,96,9.59,9.13,5,True,5,3,0,False
CLG0007,88,7.0,6.69,10,True,5,6,2,False
CLG0036,86,5.96,6.12,8,True,2,6,1,False
CLG0025,87,6.35,5.95,1,False,4,6,2,False
CLG0085,98,9.27,9.74,5,False,8,5,3,False
CLG0037,105,7.86,8.23,5,False,6,2,3,False
CLG0012,104,7.28,7.41,2,True,7,1,3,False
CLG0032,112,5.75,6.07,5,True,8,5,2,False
CLG0049,100,7.25,7.64,8,True,5,8,1,False
CLG0038,121,6.39,6.15,10,True,4,10,1,False
CLG0056,96,9.72,10.07,7,False,9,5,2,False
CLG0080,140,9.42,9.11,2,False,4,3,5,True
CLG0065,109,5.42,5.33,6,True,4,3,3,False
CLG0026,87,7.58,7.64,10,False,3,2,2,False
CLG0057,83,6.13,6.34,1,False,1,7,2,False
CLG0014,107,7.05,6.58,10,False,6,2,4,False
CLG0056,96,9.38,9.17,10,True,6,6,4,False
CLG0070,110,7.64,7.75,3,True,7,8,0,False
CLG0041,107,6.67,6.53,6,False,7,8,0,False
CLG0051,98,6.04,6.32,9,True,10,2,2,False
CLG0084,87,9.0,9.15,1,False,7,6,4,False
CLG0067,77,8.12,7.85,6,True,8,3,3,False
CLG0012,93,7.34,6.99,2,True,5,9,0,False
CLG0097,112,6.09,6.22,9,True,3,3,3,False
CLG0049,103,6.67,6.62,2,True,1,1,3,False
CLG0001,81,9.8,9.47,3,False,4,9,0,False
CLG0019,102,7.6,7.43,2,True,5,8,5,False
CLG0066,105,7.0,6.8,4,True,6,2,2,False
CLG0058,86,7.61,7.22,4,False,5,10,4,False
CLG0087,102,8.89,8.94,10,True,3,10,0,False
CLG0072,100,6.7,6.96,1,True,3,3,1,False
CLG0098,82,5.89,5.97,8,True,6,7,1,False
CLG0004,105,7.92,8.25,5,True,0,6,3,False
CLG0008,108,8.33,7.96,8,False,2,8,1,False
CLG0027,116,8.56,8.5,6,True,9,10,3,True
CLG0026,115,9.41,9.52,2,False,1,5,5,True
CLG0097,79,6.86,7.04,7,False,1,5,5,False
CLG0043,85,5.38,5.58,10,False,6,2,5,False
CLG0040,107,9.79,10.02,9,False,4,6,5,False
CLG0050,107,7.18,7.33,7,True,2,5,5,False
CLG0067,107,8.12,7.71,5,False,8,9,4,False
CLG0073,157,8.33,8.53,4,False,8,3,0,False
CLG0074,108,7.73,7.95,8,False,2,5,0,False
CLG0029,117,6.03,6.52,6,False,1,3,4,False
CLG0085,114,8.78,8.97,5,True,2,9,3,True
CLG0042,109,9.02,9.21,7,True,8,9,5,True
CLG0018,95,7.76,7.77,3,True,7,10,2,False
CLG0081,111,7.44,7.81,9,False,2,7,1,False
CLG0021,88,5.57,6.07,4,False,3,1,5,False
CLG0067,96,5.42,5.7,4,False,4,9,4,False
CLG0062,92,6.7,6.81,8,False,3,9,1,False
CLG0027,101,6.55,6.13,6,True,10,10,2,False
CLG0096,134,9.77,10.0,1,True,1,5,3,True
CLG0093,71,8.92,9.13,2,False,10,2,5,False
CLG0047,110,8.3,8.58,9,False,8,1,1,False
CLG0093,75,7.59,7.21,6,False,1,2,3,False
CLG0026,92,5.84,5.99,7,True,4,4,5,False
CLG0009,116,9.89,9.69,9,False,10,4,2,True
CLG0091,100,6.88,7.14,3,True,8,1,3,False
CLG0012,83,5.53,5.27,5,True,7,8,2,False
CLG0016,89,7.47,7.65,5,True,0,10,0,False
CLG0047,110,9.37,9.16,10,False,2,8,1,False
CLG0056,89,9.44,8.95,7,True,9,8,1,False
CLG0066,103,5.05,5.18,2,True,8,5,2,False
CLG0051,100,9.43,9.04,4,False,2,10,2,True
CLG0027,90,6.36,6.52,4,False,10,2,4,False
CLG0073,132,5.19,5.62,8,True,3,4,2,False
CLG0066,109,9.24,9.71,10,True,2,1,2,False
CLG0062,69,9.32,9.06,3,False,6,10,3,True
CLG0071,102,7.98,8.29,2,False,8,1,3,False
CLG0008,90,7.87,7.72,9,False,3,10,1,False
CLG0038,112,9.07,9.47,4,False,8,3,3,True
CLG0006,88,8.93,9.22,9,True,1,4,3,False
CLG0059,98,9.45,9.02,6,False,1,3,1,False
CLG0019,107,7.76,7.67,1,False,8,3,5,False
CLG0079,112,9.84,9.68,3,False,6,8,0,True
CLG0056,81,9.98,10.27,7,False,4,4,4,False
CLG0028,94,5.58,5.49,9,True,4,3,3,False
CLG0094,92,9.25,9.43,8,True,8,9,0,False
CLG0091,90,7.5,7.6,5,True,10,1,4,False
CLG0010,126,6.94,7.42,8,True,3,8,1,False
CLG0045,106,8.07,8.51,2,False,10,5,3,False
CLG0095,81,5.28,5.21,3,False,0,8,5,False
CLG0065,113,7.53,7.75,8,False,5,10,3,True
CLG0050,131,9.35,9.68,9,True,2,3,2,True
CLG0032,115,6.07,6.47,10,False,1,6,3,False
CLG0061,77,7.13,6.7,8,True,3,7,3,False
CLG0016,92,9.7,9.5,4,True,8,8,0,False
CLG0006,119,7.14,6.96,6,False,7,7,0,False
CLG0066,89,6.79,6.72,5,True,6,7,3,False
CLG0062,106,7.2,6.87,4,False,1,2,5,False
CLG0066,111,7.6,7.6,9,True,0,3,4,False
CLG0067,86,8.16,8.32,10,False,6,6,1,False
CLG0019,99,9.0,9.0,3,False,9,3,5,False
CLG0004,51,7.26,7.43,1,False,4,9,0,False
CLG0043,84,9.09,8.66,7,False,10,9,5,True
CLG0018,96,7.67,8.05,10,True,7,6,5,False
CLG0082,81,6.69,7.13,8,True,4,1,4,False
CLG0046,124,8.29,8.41,3,False,9,1,5,True
CLG0046,78,8.59,8.97,3,False,4,4,3,False
CLG0085,93,7.79,7.42,6,False,7,10,2,False
CLG0021,101,5.28,5.58,2,False,8,8,0,False
CLG0030,121,5.85,5.47,6,False,1,3,5,False
CLG0064,78,6.43,6.34,5,False,7,4,0,False
CLG0041,117,6.41,6.23,7,False,6,6,2,False
CLG0017,100,8.37,8.46,9,False,7,9,3,True
CLG0005,85,5.09,4.89,9,False,2,4,0,False
CLG0005,106,8.78,8.92,1,False,3,3,3,False
CLG0073,102,6.33,6.2,7,False,6,10,4,False
CLG0075,90,6.55,6.91,3,False,4,10,0,False
CLG0048,101,7.64,7.77,4,True,6,9,3,False
CLG0078,94,6.08,5.8,2,True,5,7,4,False
CLG0038,101,9.42,9.26,1,False,3,9,5,True
CLG0006,109,5.43,5.78,10,True,1,10,0,False
CLG0058,123,7.22,7.11,3,True,5,6,1,False
CLG0014,81,9.25,9.29,10,False,5,4,3,False
CLG0072,131,8.08,8.23,9,False,5,5,4,True
CLG0094,70,6.46,6.31,1,True,0,10,5,False
CLG0059,97,7.1,6.89,3,False,5,2,1,False
CLG0065,108,8.53,8.51,5,True,1,3,3,False
CLG0089,104,9.87,9.58,3,False,9,5,0,False
CLG0013,90,9.47,9.25,4,False,4,3,5,False
CLG0027,96,6.71,6.27,4,False,6,3,3,False
CLG0025,92,9.99,9.79,1,True,9,9,4,True
CLG0056,91,5.02,4.84,6,True,0,4,0,False
CLG0068,112,5.14,5.6,7,True,4,4,0,False
CLG0059,105,9.12,9.21,7,True,8,1,5,False
CLG0095,89,6.0,6.29,6,False,2,7,0,False
CLG0049,113,5.3,4.85,7,False,1,10,2,True
CLG0018,104,6.19,5.8,3,True,9,9,4,False
CLG0081,112,7.13,7.44,5,True,1,8,1,False
CLG0075,109,8.65,8.77,7,True,2,2,0,False
CLG0076,87,8.12,7.81,10,False,0,6,4,False
CLG0003,91,6.19,6.09,5,True,1,10,2,False
CLG0079,111,7.52,7.56,10,True,5,10,2,True
CLG0057,109,9.63,9.97,2,True,7,5,5,False
CLG0006,99,9.08,8.64,6,False,3,8,0,False
CLG0069,101,6.62,6.72,7,True,1,1,4,False
CLG0031,119,9.91,10.13,2,False,4,9,2,True
CLG0008,91,8.54,9.02,10,False,2,9,0,False
CLG0010,108,5.31,5.62,8,True,4,7,5,False
CLG0003,96,5.18,4.96,5,True,2,8,3,False
CLG0012,96,5.84,6.05,8,False,10,9,3,False
CLG0092,116,8.64,8.9,3,False,3,5,3,True
CLG0076,112,5.92,6.15,2,True,4,2,1,False
CLG0094,112,7.56,7.88,7,True,6,1,4,False
CLG0019,119,5.47,5.87,5,True,1,5,5,False
CLG0021,100,9.6,9.2,5,False,5,8,3,True
CLG0081,110,6.72,6.32,8,False,5,10,2,False
CLG0014,95,9.54,9.84,9,False,5,4,1,False
CLG0075,104,9.72,9.47,8,True,6,4,3,False
CLG0029,98,5.03,4.59,10,False,10,4,0,False
CLG0007,101,7.32,7.22,2,False,2,8,2,False
CLG0049,108,5.12,5.44,10,True,4,7,1,False
CLG0065,87,9.54,9.17,7,False,8,1,1,False
CLG0007,131,7.59,7.76,5,False,8,10,2,True
CLG0014,84,5.37,4.87,7,True,6,6,3,False
CLG0016,81,5.55,5.16,3,True,8,4,5,False
CLG0099,117,6.92,6.77,4,True,2,2,5,False
CLG0016,111,9.7,9.28,7,False,6,3,0,False
CLG0085,109,8.46,8.81,2,False,0,4,0,False
CLG0013,109,9.34,9.7,2,False,6,10,5,True
CLG0082,99,6.83,7.09,1,True,2,7,5,False
CLG0029,86,5.22,4.96,1,False,2,1,0,False
CLG0085,101,9.87,9.89,1,True,6,1,1,False
CLG0073,89,5.09,4.77,6,True,7,3,3,False
CLG0095,114,9.74,9.52,5,True,3,2,5,True
CLG0061,97,6.84,6.86,10,True,0,3,5,False
CLG0037,87,5.05,5.29,8,False,4,3,2,False
CLG0017,95,8.45,8.04,5,True,9,1,4,False
CLG0031,106,9.9,9.7,1,True,3,6,0,False
CLG0059,91,9.83,10.26,8,False,8,8,2,True
CLG0088,87,5.8,5.73,6,False,2,5,5,False
CLG0047,103,5.91,6.35,8,True,3,1,5,False
CLG0006,103,7.83,8.32,2,True,9,10,2,True
CLG0032,92,8.19,8.22,10,True,2,7,5,False
CLG0031,92,8.7,8.49,8,False,2,10,0,False
CLG0018,103,5.91,6.2,6,False,6,9,4,False
CLG0009,78,9.8,9.46,1,False,4,7,1,False
CLG0003,78,8.19,7.94,1,True,4,9,1,False
CLG0071,89,9.24,9.52,10,False,3,10,3,True
CLG0026,96,7.7,7.63,5,False,9,9,5,False
CLG0013,104,7.07,6.77,7,True,7,2,1,False
CLG0034,122,9.89,10.04,4,False,0,8,2,True
CLG0043,112,7.91,8.14,10,False,10,7,1,False
CLG0093,97,9.33,8.96,5,False,8,7,3,False
CLG0033,99,9.77,9.55,10,False,10,2,2,False
CLG0069,84,8.38,8.1,3,False,8,1,2,False
CLG0036,99,7.74,7.62,2,False,10,4,4,False
CLG0079,95,5.02,5.28,2,False,4,7,5,False
CLG0074,104,5.2,5.41,5,False,0,6,0,False
CLG0068,87,6.0,6.16,4,True,1,10,0,False
CLG0047,107,5.93,5.44,2,False,1,2,0,False
CLG0061,122,6.27,5.91,5,True,5,7,3,False
CLG0045,98,6.52,6.24,10,True,9,10,1,False
CLG0096,106,6.8,6.57,9,False,8,9,0,False
CLG0088,110,7.1,6.75,8,False,2,2,1,False
CLG0084,93,5.49,5.4,9,False,7,10,0,False
CLG0048,103,5.21,4.79,9,False,1,5,4,False
CLG0041,100,8.37,8.62,8,False,4,2,1,False
CLG0038,101,7.69,7.98,9,False,3,1,3,False
CLG0068,88,7.22,7.29,4,False,4,7,5,False
CLG0075,100,8.17,7.76,8,True,3,2,5,False
CLG0011,107,9.14,9.53,2,False,0,6,3,False
CLG0016,121,7.14,7.61,9,False,0,7,1,False
CLG0065,114,8.21,7.91,9,False,5,1,5,False
CLG0097,132,9.77,9.97,3,False,7,9,3,True
CLG0071,88,9.2,9.54,6,False,6,6,2,False
CLG0067,113,7.13,7.17,7,True,3,2,3,False
CLG0071,102,8.22,8.04,3,True,4,1,4,False
CLG0001,132,5.89,5.87,5,False,7,1,4,False
CLG0097,87,7.8,7.81,1,False,5,2,1,False
CLG0071,87,9.91,9.81,3,True,7,9,3,True
CLG0004,91,7.59,8.02,8,False,5,2,1,False
CLG0082,68,9.64,9.88,3,False,7,1,0,False
CLG0037,92,7.04,6.78,8,True,3,4,2,False
CLG0014,88,9.99,10.08,9,False,9,9,1,False
CLG0079,102,7.9,8.09,6,True,1,8,1,False
CLG0025,105,5.21,4.85,7,False,2,7,1,False
CLG0082,128,7.93,7.79,6,False,4,8,5,True
CLG0004,114,6.37,6.78,8,False,3,2,1,False
CLG0066,91,5.16,5.23,7,False,4,5,5,False
CLG0043,86,9.1,8.82,10,False,0,7,4,False
CLG0026,107,6.38,6.0,1,False,0,1,2,False
CLG0084,80,8.98,9.0,3,True,1,6,0,False
CLG0015,127,6.44,6.49,3,False,10,7,2,False
CLG0006,117,5.97,5.8,3,False,1,8,1,False
CLG0037,92,9.87,10.0,4,True,7,5,4,False
CLG0043,74,6.81,6.38,1,False,9,8,0,False
CLG0042,120,8.01,7.66,2,True,3,10,5,True
CLG0013,98,8.05,8.1,5,False,5,1,1,False
CLG0016,118,7.8,7.36,6,True,1,4,5,False
CLG0042,76,9.57,9.95,9,True,0,6,1,False
CLG0038,91,8.37,8.01,2,False,6,4,3,False
CLG0066,100,7.02,7.19,9,False,3,5,2,False
CLG0065,100,9.31,9.2,7,False,3,2,2,False
CLG0005,93,5.91,5.81,9,False,1,7,2,False
CLG0030,109,7.72,7.98,4,True,8,9,3,False
CLG0095,83,9.75,9.75,7,True,1,7,4,False
CLG0043,97,8.13,8.36,1,True,4,1,4,False
CLG0032,101,9.08,9.09,8,False,5,2,4,False
CLG0067,107,8.27,8.36,7,True,2,8,5,True
CLG0067,110,9.2,9.46,7,False,10,1,0,False
CLG0042,83,9.72,9.83,2,True,2,2,3,False
CLG0005,76,6.36,6.48,10,True,5,5,3,False
CLG0099,119,5.85,6.14,9,True,4,6,4,False
CLG0086,104,7.42,7.87,8,False,4,1,4,False
CLG0096,88,8.51,8.39,1,True,4,1,4,False
CLG0059,123,6.14,6.22,1,True,8,2,3,False
CLG0023,101,5.02,4.61,5,False,7,3,4,False
CLG0008,117,6.71,6.57,2,True,3,9,2,True
CLG0068,101,9.84,9.75,1,False,5,3,4,False
CLG0070,130,8.47,8.81,10,False,4,8,2,True
CLG0091,126,7.01,7.02,8,True,10,6,1,False
CLG0019,96,5.96,6.19,4,False,5,10,1,False
CLG0044,114,6.78,6.3,2,False,10,5,3,False
CLG0093,109,5.85,5.81,5,False,7,9,0,False
CLG0038,120,5.53,5.93,6,True,5,8,5,True
CLG0044,85,9.53,9.25,8,True,5,3,1,False
CLG0006,110,9.99,9.52,7,False,1,7,3,False
CLG0003,115,5.82,5.75,7,True,6,4,3,False
CLG0096,73,5.27,5.47,1,False,2,8,2,False
CLG0080,82,6.65,6.6,3,False,6,7,2,False
CLG0033,69,7.31,7.27,3,True,4,3,4,False
CLG0066,95,6.02,6.19,7,False,3,7,5,False
CLG0058,110,6.51,6.26,2,True,9,6,1,False
CLG0026,122,6.0,6.25,10,True,0,6,2,False
CLG0099,101,8.87,8.52,7,False,7,10,0,False
CLG0028,124,8.56,8.46,9,True,1,3,5,True
CLG0043,79,8.17,8.33,1,False,9,4,3,False
CLG0075,74,6.94,7.27,2,False,7,4,5,False
CLG0088,99,9.55,9.84,6,False,6,6,4,False
CLG0016,105,9.85,10.07,2,False,2,9,2,True
CLG0089,99,5.87,5.73,2,True,10,5,2,False
CLG0023,68,6.12,5.74,5,False,6,8,2,False
CLG0059,98,7.63,7.35,7,False,0,5,5,False
CLG0035,80,5.46,5.82,4,True,4,6,1,False
CLG0089,110,7.18,7.54,6,True,1,6,5,False
CLG0041,105,7.91,8.36,3,False,1,4,2,False
CLG0097,85,7.61,7.19,4,True,2,10,5,False
CLG0022,92,6.65,6.69,4,False,6,10,3,False
CLG0074,84,7.71,7.86,4,False,1,5,2,False
CLG0001,99,9.79,10.0,1,True,3,4,5,False
CLG0046,114,6.03,6.17,4,False,3,2,0,False
CLG0022,85,8.27,8.54,4,True,0,2,2,False
CLG0032,107,5.22,5.08,6,True,6,8,4,False
CLG0087,92,5.33,5.01,9,False,3,4,4,False
CLG0030,88,7.76,7.46,10,True,0,9,0,False
CLG0087,98,5.52,5.03,6,False,2,6,4,False
CLG0043,84,5.11,4.96,6,False,7,5,1,False
CLG0012,91,5.86,5.45,7,False,3,7,3,False
CLG0083,82,7.82,7.64,7,True,0,6,3,False
CLG0071,129,8.52,8.65,1,False,6,4,1,False
CLG0027,100,6.01,6.4,8,False,7,10,4,False
CLG0026,89,8.34,8.68,1,False,4,9,0,False
CLG0018,103,5.91,5.66,9,True,8,6,0,False
CLG0092,98,8.07,7.7,4,False,6,3,3,False
CLG0075,96,7.06,6.75,9,False,3,4,5,False
CLG0066,109,8.27,8.74,8,False,8,4,0,False
CLG0081,111,9.98,10.03,9,True,5,8,1,True
CLG0061,92,9.69,9.37,6,True,10,5,3,False
CLG0046,91,5.02,5.36,9,True,7,8,2,False
CLG0029,95,9.43,9.33,4,True,1,8,1,False
CLG0032,65,5.33,5.73,3,True,4,6,1,False
CLG0015,77,9.77,9.53,3,False,2,5,0,False
CLG0060,120,6.41,6.3,8,False,4,2,5,False
CLG0082,124,6.91,6.91,2,True,7,1,0,False
CLG0028,96,5.46,5.85,6,False,5,7,0,False
CLG0027,108,5.56,5.93,9,True,0,10,2,False
CLG0041,104,8.63,8.7,9,False,6,10,1,False
CLG0047,146,9.72,9.44,8,True,9,7,4,True
CLG0033,116,8.05,7.95,8,True,0,2,3,False
CLG0044,98,8.58,9.06,1,True,0,3,0,False
CLG0050,85,8.81,8.92,7,False,3,8,0,False
CLG0010,75,6.31,6.59,1,False,8,4,1,False
CLG0024,103,5.23,5.18,9,False,7,5,2,False
CLG0034,88,5.01,5.04,3,False,9,7,0,False
CLG0091,78,6.75,6.68,1,False,2,8,2,False
CLG0020,90,6.21,6.41,8,False,5,1,2,False
CLG0025,83,5.31,5.66,7,False,0,7,4,False
CLG0055,125,5.9,5.91,2,True,9,3,2,False
CLG0090,113,5.62,5.6,7,True,0,5,4,False
CLG0043,99,9.57,9.41,5,False,5,1,3,False
CLG0053,122,5.7,5.38,7,False,4,3,2,False
CLG0085,101,7.69,8.13,10,True,5,5,3,False
CLG0050,87,7.97,7.79,7,False,8,1,2,False
